ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
224654,ELEC,INTERPARK CH610 WEST,230 W Washington St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883503,-87.635067,04/12/2023,04/11/2023 07:34:49 PM +0000,,,,07/30/2022,,,,,"(41.883503, -87.635067)"
220479,ELEC,Cubs Blue Lot,1094 W Waveland,,Chicago,IL,60613,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,41.949021,-87.656726,04/12/2023,04/11/2023 07:01:58 PM +0000,,,,05/12/2022,,,,,"(41.949021, -87.656726)"
171567,ELEC,540 W. MADISON LL1 - 3,540 West Madison St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883025,-87.642101,04/12/2023,04/11/2023 07:07:51 PM +0000,,,,01/27/2021,,,,,"(41.883025, -87.642101)"
46812,ELEC,Jim M'Lady Nissan,5656 Northwest Hwy,,Crystal Lake,IL,60014,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,42.226647,-88.306745,06/09/2020,02/15/2023 04:45:41 PM +0000,P,,,01/31/2012,,,,,"(42.226647, -88.306745)"
238803,ELEC,COMED STATION #9,1N301 Swift Rd,,Lombard,IL,60148,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.896303,-88.043202,04/12/2023,04/11/2023 07:37:11 PM +0000,,,,12/27/2022,,,,,"(41.896303, -88.043202)"
114187,ELEC,La Banque Hotel - Tesla Destination,2034 Ridge Rd,,Homewood,IL,60430,,708-798-6000  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.56213,-87.666663,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,01/28/2016,,,,,"(41.56213, -87.666663)"
78523,ELEC,540 W. MADISON LL1-4,13 N Jefferson St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.882368,-87.642179,04/12/2023,04/11/2023 07:08:54 PM +0000,,,,09/17/2016,,,,,"(41.882368, -87.642179)"
230199,ELEC,NOW Foods,1620 Central Ave,,Roselle,IL,60172,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io/,200-9,41.983673,-88.12415,10/11/2022,02/14/2023 09:54:11 AM +0000,P,,,09/15/2022,,,,,"(41.983673, -88.12415)"
182536,ELEC,ST 1400 & 1450 TOWER 2 LOWER D,1450 American Ln,,Schaumburg,IL,60173,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.045316,-88.044042,04/12/2023,04/11/2023 07:10:01 PM +0000,,,,01/27/2021,,,,,"(42.045316, -88.044042)"
189754,ELEC,STERLING BAY GREEN STREET 3,333 N. Green St.,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.888024,-87.648486,04/12/2023,04/11/2023 07:21:57 PM +0000,,,,05/16/2021,,,,,"(41.888024, -87.648486)"
73954,ELEC,71086 900910,900 N Lake Shore Dr,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.899474,-87.619448,04/12/2023,04/11/2023 07:07:04 PM +0000,,,,03/04/2016,,,,,"(41.899474, -87.619448)"
151775,ELEC,Hawthorn Mall SE Entrance,122 Hawthorn Center,,Vernon Hills,IL,60061,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,42.2422045,-87.948445,04/12/2023,04/11/2023 08:29:00 PM +0000,,,,08/04/2017,,,,,"(42.2422045, -87.948445)"
203841,BD,Casey's General Store,825 Cty Line Rd,,Maple Park,IL,60151,,815-827-3671,E,,Public,4am-11pm daily,A Cash D Debit M V,"B20 in summer, B5 in winter",,,,,,,,,GPS,41.90055733916701,-88.60202700024414,04/06/2022,03/22/2023 04:21:09 PM +0000,P,,,01/03/2022,,,,,"(41.90055733916701, -88.60202700024414)"
63641,ELEC,Porcaro Ford,6001 Washington Ave,,Racine,WI,53406,,,E,,Private,Dealership business hours; for customer use only,,,,,,2,,,Non-Networked,,GPS,42.71811834590056,-87.85228796162414,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,01/01/2014,,,,,"(42.71811834590056, -87.85228796162414)"
187185,E85,Murphy Express,1035 S Rand Rd,,Lake Zurich,IL,60047,,847-438-3727,E,,Public - Credit card at all times,24 hours daily,A Cash D Debit M V,,,,,,,,,,GPS,42.18032960302668,-88.08015254959868,09/14/2022,02/14/2023 09:54:11 AM +0000,P,,,04/05/2021,,,,true,"(42.18032960302668, -88.08015254959868)"
237370,ELEC,COMED WST-F-SW-01,3400 S Pulaski Rd,,Chicago,IL,60623,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.830604,-87.724832,04/12/2023,04/11/2023 07:05:06 PM +0000,,,,12/08/2022,,,,,"(41.830604, -87.724832)"
121292,ELEC,LAKE ZURICH VILLAGE HALL,70 E Main St,,Lake Zurich,IL,60047,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.197709,-88.09147,04/12/2023,04/11/2023 07:16:56 PM +0000,,,,04/10/2019,,,,,"(42.197709, -88.09147)"
212462,ELEC,Tinley Park Plaza,16039 South Harlem Avenue,,Tinley Park,IL,60477,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,L2,Volta,https://voltacharging.com/,GPS,41.59874448,-87.792734533,04/12/2023,04/11/2023 08:30:33 PM +0000,,,,03/25/2022,,,,,"(41.59874448, -87.792734533)"
196456,ELEC,WOODMAN'S 44 EAST,1 Stratford Dr,,Bloomingdale,IL,60108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.949703,-88.1164,04/12/2023,04/11/2023 07:29:41 PM +0000,,,,09/29/2021,,,,,"(41.949703, -88.1164)"
114167,ELEC,Wyndham Chicago O'Hare - Tesla Destination,1450 Touhy Ave,,Des Plaines,IL,60018,,847-296-8866  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.0103814,-87.887338,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,04/13/2018,,,,,"(42.0103814, -87.887338)"
62545,CNG,GAIN Clean Fuel - Gary,6700 W 15th Ave,,Gary,IN,46406,,800-438-7912,E,,Public - Credit card at all times,24 hours daily; contact 920-243-5856 to set up account,A CFN Comdata D EFS FleetOne FuelMan GasCard M TCH Tchek V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,41.58805,-87.419547,04/06/2023,04/06/2023 12:17:01 PM +0000,P,,,07/13/2014,,HD,,,"(41.58805, -87.419547)"
194140,ELEC,TARGET CORP HIGHLAND PARK 1,2099 Skokie Valley Rd,,Highland Park,IL,60035,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.19139,-87.826329,04/12/2023,04/11/2023 07:29:44 PM +0000,,,,08/20/2021,,,,,"(42.19139, -87.826329)"
13050,LPG,AmeriGas,700 County Highway H,Route 12 exit,Elkhorn,WI,53121,,262-723-7410,T,03/01/2022,TEMPORARILY UNAVAILABLE (Public),8am-3pm M-F,Cash M V,,,,,,,,,,200-9,42.660919,-88.522923,11/04/2021,02/10/2022 01:42:29 PM +0000,P,,,05/11/1999,,,false,,"(42.660919, -88.522923)"
223761,ELEC,HYUNDAI NORTH CUSTOMER UNIT,901 S Milwaukee Ave,,Libertyville,IL,60048,,888-758-4389,T,12/17/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.274184,-87.953297,04/12/2023,04/11/2023 07:33:14 PM +0000,,,,07/20/2022,,,,,"(42.274184, -87.953297)"
171933,ELEC,"EVANSTON, IL SHERMAN PLAZA 3",821 Davis St,,Evanston,IL,60201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.047319,-87.683219,04/12/2023,04/11/2023 07:06:02 PM +0000,,,,01/27/2021,,,,,"(42.047319, -87.683219)"
144888,E85,Casey's General Store,2004 Morthland Dr,,Valparaiso,IN,46383,,219-476-9486,E,,Public,24 hours daily,A Cash Comdata D Debit FleetOne M TCH Tchek V,,,,,,,,,,200-9,41.459372,-87.036311,04/06/2022,03/22/2023 04:21:09 PM +0000,P,,,08/28/2019,,,,true,"(41.459372, -87.036311)"
237349,ELEC,COMED CMC-E-BA-01,1919 Swift Dr,,Oak Brook,IL,60523,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.851785,-87.920809,04/12/2023,04/11/2023 07:03:30 PM +0000,,,,12/08/2022,,,,,"(41.851785, -87.920809)"
43890,LPG,AmeriGas,804 E Morthland Dr,,Valparaiso,IN,46385,,219-462-3187,E,,Public - Call ahead,8am-4:30pm M-F,A Cash Checks D M V,,,,,,,,,,GPS,41.45718959824364,-87.05092439983846,11/04/2021,02/10/2022 01:42:29 PM +0000,P,,,03/14/2012,,,false,,"(41.45718959824364, -87.05092439983846)"
213167,ELEC,Northwestern Hospital Huntley,10400 Haligus Road,,Huntley,IL,60142,,800-663-5633,E,,Public,,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,42.17809,-88.399633,04/12/2023,04/11/2023 07:00:43 PM +0000,,,,12/08/2021,,,,,"(42.17809, -88.399633)"
114193,ELEC,Hotel Indigo Naperville Riverwalk - Tesla Destination,120 Water St,,Naperville,IL,60540,,630-778-9676  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.7706981,-88.1502517,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,02/28/2018,,,,,"(41.7706981, -88.1502517)"
80161,E85,Speedway #7412,1110-1120 W Irving Park Rd,,Bensenville,IL,60106,,630-616-7611,E,,Public - Credit card at all times,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.960144,-87.957416,10/11/2022,02/14/2023 09:54:11 AM +0000,P,,,12/15/2016,,,,false,"(41.960144, -87.957416)"
227922,ELEC,KENNEDY MAZDA KENNEDY MAZDA,3200 Calumet Ave,,Valparaiso,IN,46383,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.497017,-87.042833,04/12/2023,04/11/2023 07:35:23 PM +0000,,,,09/21/2022,,,,,"(41.497017, -87.042833)"
237623,ELEC,Meijer - Tesla Supercharger,815 S Randall Rd,,Elgin,IL,60123,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.012497,-88.335638,01/10/2023,02/14/2023 09:54:11 AM +0000,P,,,10/26/2022,,,,,"(42.012497, -88.335638)"
95170,ELEC,Mariano's - Frankfort IL,21001 S LaGrange Rd,Located off of LaGrange in the parking ||lot between McDonalds and Mariano's. ||(left side of the Mariano's bldg.)||,Frankfort,IL,60423,,888-998-2546,E,,Public,,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.509059,-87.848268,04/12/2023,04/11/2023 07:01:38 PM +0000,,,,12/31/2015,,,,,"(41.509059, -87.848268)"
50514,LPG,Menards,1800 Marketview Dr,,Yorkville,IL,60560,,630-553-8601,E,,Public,"6:30am-10pm M-F, 6:30am-9pm Sat, 8am-8pm Sun",A Cash Checks D M V,,,,,,,,,,200-9,41.66473,-88.438626,09/14/2022,02/14/2023 09:54:11 AM +0000,P,,,01/16/2013,,,true,,"(41.66473, -88.438626)"
228124,ELEC,Walgreens,5158 N Lincoln Ave,,Chicago,IL,60625,,877-455-3833,T,03/09/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.97494,-87.69292,04/11/2023,04/11/2023 06:55:49 PM +0000,,,,12/03/2014,,,,,"(41.97494, -87.69292)"
121729,ELEC,"Target T1167 - Glenview, IL",2241 Willow Rd,,Glenview,IL,60025,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,42.10326,-87.81453,04/12/2023,04/11/2023 07:43:28 PM +0000,,,,04/26/2019,,,,,"(42.10326, -87.81453)"
219826,E85,Shell,1 N Green Bay Rd,,Waukegan,IL,60085,,440-792-4200,E,,Public,24 hours daily,,,,,,,,,,,GPS,42.3599582357918,-87.8732842485213,06/14/2022,02/14/2023 09:54:11 AM +0000,P,,,04/11/2022,,,,true,"(42.3599582357918, -87.8732842485213)"
149405,ELEC,WINDY CITY-FOX CHICAGO DC-HOG,1027 W. Addison Street,,Chicago,IL,60613,,888-758-4389,T,12/30/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.946796,-87.65494,04/12/2023,04/11/2023 07:20:30 PM +0000,,,,11/22/2019,,,,,"(41.946796, -87.65494)"
171654,ELEC,3RD FLOOR GREENWAY-2,60 W Kinzie St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889364,-87.630365,04/12/2023,04/11/2023 07:03:40 PM +0000,,,,01/27/2021,,,,,"(41.889364, -87.630365)"
202740,ELEC,"EVANSTON, IL LOT 32",815 Hinman Ave,,Evanston,IL,60202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.032833,-87.67711,04/12/2023,04/11/2023 07:31:31 PM +0000,,,,12/17/2021,,,,,"(42.032833, -87.67711)"
237475,ELEC,COMED S4-4,3500 N California Ave,,Chicago,IL,60618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.943998,-87.699999,04/12/2023,04/11/2023 07:21:26 PM +0000,,,,12/08/2022,,,,,"(41.943998, -87.699999)"
46975,CNG,Groot Industries - Round Lake Park,40 Porter Dr,Route 120 and Porter Dr,Round Lake Park,IL,60073,,847-734-6400,E,,Private - Fleet customers only,8am-2pm M-F; call 847-734-6400 to set up an account,FuelMan,,Q,3600,,,,,,,200-9,42.345841,-88.081547,01/10/2023,02/14/2023 09:54:11 AM +0000,P,,,06/01/2012,,HD,,,"(42.345841, -88.081547)"
156221,ELEC,Walton on the Park Underground Garage,2 W. Delaware Place,,Chicago,IL,60610,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.899409,-87.62879,04/11/2023,04/11/2023 06:58:34 PM +0000,,,,05/13/2020,,,,,"(41.899409, -87.62879)"
168035,ELEC,"Meijer Evergreen Park (Evergreen Park, IL)",9200 S Western Ave,,Evergreen Park,IL,60805,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.72509,-87.68338,04/12/2023,04/11/2023 07:44:23 PM +0000,,,,10/30/2020,,,,,"(41.72509, -87.68338)"
237340,ELEC,COMED CSD-F-E,7601 S Lawndale Ave,,Chicago,IL,60652,,888-758-4389,T,12/08/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.75436,-87.713921,04/12/2023,04/11/2023 07:03:16 PM +0000,,,,12/08/2022,,,,,"(41.75436, -87.713921)"
60987,ELEC,Western Avenue Nissan,7410 S Western Ave,,Chicago,IL,60636,,773-776-8200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.758552,-87.683346,06/09/2020,03/11/2021 05:22:17 PM +0000,P,,,02/01/2014,,,,,"(41.758552, -87.683346)"
67274,E85,Route 66 Food N' Fuel,2560 N Cedar Rd,,New Lenox,IL,60451,,815-463-8200,E,,Public - Credit card at all times,24 hours daily,A Cash Checks D Debit FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,41.54953,-87.966581,09/14/2022,02/14/2023 09:54:11 AM +0000,P,,,05/15/2015,,,,false,"(41.54953, -87.966581)"
207281,ELEC,"Kohl's Joliet, IL",2510 Route 59,,Plainfield,IL,60586,,888-264-2208,E,,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.5673625,-88.198741,04/12/2023,04/11/2023 08:29:46 PM +0000,,,,02/23/2022,,,,,"(41.5673625, -88.198741)"
255434,ELEC,Baker Hill,880 Roosevelt Rd,,Glen Ellyn,IL,60137,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,41.8597451,-88.0511638,04/11/2023,04/11/2023 06:56:09 PM +0000,,,,03/02/2023,,,,,"(41.8597451, -88.0511638)"
238640,ELEC,DEKALB NORTH 1,Gurler Rd at Crego Rd (Facebook | META) - EB,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.892831,-88.733452,04/12/2023,04/11/2023 07:37:00 PM +0000,,,,12/22/2022,,,,,"(41.892831, -88.733452)"
201939,ELEC,"Kohl's Wheaton, IL",401 S County Farm Rd,,Wheaton,IL,60187,,888-264-2208,E,,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.8602705,-88.141375,04/12/2023,04/11/2023 08:28:51 PM +0000,,,,11/26/2021,,,,,"(41.8602705, -88.141375)"
237470,ELEC,COMED GW2,3500 N California Ave,,Chicago,IL,60618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.94404,-87.699923,04/12/2023,04/11/2023 07:21:26 PM +0000,,,,12/08/2022,,,,,"(41.94404, -87.699923)"
237501,ELEC,COMED MW-F-CPF1,1505 S 1st Ave,,Maywood,IL,60153,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.874398,-87.832516,04/12/2023,04/11/2023 07:29:37 PM +0000,,,,12/08/2022,,,,,"(41.874398, -87.832516)"
